date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,475.7,875.06,0.0,1872.1,270.3
2022-01-02,519.43,1047.37,1.47,1852.4,272.7
2022-01-03,514.15,973.41,2.91,1860.8,272.5
2022-01-04,460.37,913.11,3.91,1866.7,271.2
2022-01-05,477.95,910.2,5.41,1859.6,273.4
2022-01-06,481.01,915.9,6.81,1890.9,275.5
2022-01-07,510.33,1076.25,8.67,1877.4,275.3
2022-01-08,486.07,885.43,9.64,1860.9,274.3
2022-01-09,491.87,987.32,11.16,1837.6,269.5
2022-01-10,456.91,972.91,11.66,1834.2,270.2
2022-01-11,548.85,1112.44,15.57,1888.0,273.2
2022-01-12,492.26,900.47,15.37,1826.2,272.8
2022-01-13,501.57,919.94,17.09,1846.5,271.8
2022-01-14,475.01,895.89,17.54,1849.2,276.7
2022-01-15,471.17,930.63,18.75,1833.6,273.1
2022-01-16,532.39,1055.1,22.71,1817.6,273.9
2022-01-17,438.31,804.35,19.95,1819.8,274.8
2022-01-18,490.37,919.04,23.72,1822.4,273.0
2022-01-19,453.27,852.23,23.23,1817.0,278.0
2022-01-20,471.62,915.87,25.52,1855.6,271.0
2022-01-21,464.91,1001.49,26.49,1826.7,271.6
2022-01-22,455.48,850.96,27.26,1814.3,271.0
2022-01-23,478.82,892.51,30.04,1824.7,276.0
2022-01-24,415.62,768.35,27.27,1833.8,274.4
2022-01-25,468.23,946.74,32.07,1811.4,271.8
2022-01-26,472.47,923.98,33.72,1834.2,271.1
2022-01-27,441.32,826.09,32.77,1788.6,275.6
2022-01-28,508.12,977.7,39.2,1835.3,273.6
2022-01-29,457.26,860.64,36.59,1809.6,275.7
2022-01-30,464.58,923.91,38.52,1806.7,272.7
2022-01-31,455.17,1011.72,39.06,1791.7,273.9
2022-02-01,466.05,938.47,41.34,1778.8,273.4
2022-02-02,497.39,970.2,45.56,1767.9,271.6
2022-02-03,523.35,991.51,49.45,1783.9,272.6
2022-02-04,481.99,881.1,46.94,1808.8,270.5
2022-02-05,488.79,993.02,49.02,1775.7,273.8
2022-02-06,502.17,1017.53,51.82,1761.9,274.4
2022-02-07,467.14,894.11,49.56,1772.5,274.8
2022-02-08,496.45,1031.91,54.11,1780.9,274.2
2022-02-09,477.42,936.59,53.42,1779.6,272.6
2022-02-10,461.45,939.32,52.98,1781.8,275.9
2022-02-11,465.08,924.91,54.75,1803.0,274.6
2022-02-12,414.47,805.04,49.99,1805.2,275.6
2022-02-13,461.57,861.35,57.02,1818.2,275.7
2022-02-14,418.82,814.79,52.96,1743.5,272.6
2022-02-15,415.99,849.54,53.81,1756.8,273.6
2022-02-16,456.08,871.07,60.33,1785.8,274.4
2022-02-17,425.56,852.3,57.53,1760.7,270.5
2022-02-18,449.44,833.08,62.07,1784.9,270.6
2022-02-19,451.65,919.61,63.7,1769.7,270.2
2022-02-20,451.59,898.82,65.01,1795.1,272.6
2022-02-21,426.26,785.12,62.61,1782.3,272.2
2022-02-22,465.4,901.83,69.72,1780.6,270.0
2022-02-23,442.36,907.26,67.56,1749.1,273.1
2022-02-24,453.07,831.99,70.52,1753.3,272.7
2022-02-25,415.8,771.2,65.93,1747.1,275.2
2022-02-26,437.28,853.96,70.62,1721.0,276.9
2022-02-27,464.33,1007.0,76.35,1778.5,273.8
2022-02-28,460.44,871.99,77.06,1761.9,271.4
2022-03-01,420.64,844.75,71.63,1738.0,274.1
2022-03-02,425.16,844.01,73.64,1769.0,272.9
2022-03-03,414.5,788.34,73.01,1728.2,272.4
2022-03-04,420.75,831.18,75.35,1702.0,271.1
2022-03-05,403.64,773.31,73.47,1756.9,271.9
2022-03-06,429.99,827.58,79.53,1709.1,272.5
2022-03-07,445.64,800.78,83.73,1728.7,274.5
2022-03-08,414.03,810.39,79.01,1734.7,273.9
2022-03-09,427.99,876.43,82.92,1736.3,276.5
2022-03-10,424.2,833.68,83.44,1743.5,274.2
2022-03-11,450.49,930.96,89.93,1736.1,273.7
2022-03-12,413.86,834.57,83.83,1733.5,272.2
2022-03-13,413.66,808.23,85.01,1704.7,270.8
2022-03-14,406.93,772.43,84.82,1724.3,271.7
2022-03-15,399.8,764.43,84.51,1686.3,271.4
2022-03-16,434.1,788.16,93.04,1745.6,267.7
2022-03-17,419.07,810.27,91.05,1684.3,270.8
2022-03-18,422.08,833.18,92.94,1703.4,276.0
2022-03-19,446.7,950.48,99.68,1682.0,273.6
2022-03-20,446.85,898.82,101.03,1691.8,272.1
2022-03-21,383.56,719.16,87.84,1704.6,273.6
2022-03-22,430.49,782.91,99.86,1691.8,268.9
2022-03-23,420.69,815.92,98.82,1723.2,273.4
2022-03-24,405.44,826.79,96.43,1702.9,275.4
2022-03-25,420.83,815.6,101.33,1687.1,272.6
2022-03-26,377.42,759.66,91.99,1691.7,269.3
2022-03-27,442.24,858.8,109.09,1716.7,272.0
2022-03-28,421.72,856.07,105.27,1708.5,275.4
2022-03-29,392.42,707.61,99.11,1665.6,273.4
2022-03-30,397.22,840.88,101.49,1672.8,270.0
2022-03-31,373.47,691.19,96.52,1693.9,277.6
2022-04-01,400.89,816.79,104.79,1689.5,270.3
2022-04-02,396.52,766.47,104.81,1659.4,272.4
2022-04-03,378.51,737.47,101.16,1693.5,270.8
2022-04-04,420.12,813.38,113.52,1658.7,270.8
2022-04-05,429.22,851.89,117.24,1700.6,271.9
2022-04-06,401.96,805.75,110.98,1683.1,274.1
2022-04-07,395.43,815.93,110.34,1647.9,275.4
2022-04-08,409.34,858.65,115.42,1658.0,272.1
2022-04-09,399.29,795.47,113.76,1655.7,270.8
2022-04-10,377.17,802.46,108.57,1667.9,273.8
2022-04-11,384.82,757.64,111.91,1658.7,273.9
2022-04-12,390.99,807.49,114.85,1637.9,273.3
2022-04-13,400.85,802.38,118.92,1630.9,273.4
2022-04-14,395.19,753.19,118.4,1667.9,272.6
2022-04-15,398.22,787.47,120.48,1660.7,273.0
2022-04-16,363.18,729.62,110.95,1655.1,272.5
2022-04-17,405.27,792.93,124.99,1656.5,275.0
2022-04-18,391.37,782.8,121.86,1636.7,277.3
2022-04-19,440.21,900.01,138.35,1650.8,273.2
2022-04-20,381.92,747.57,121.15,1696.0,272.8
2022-04-21,394.83,659.86,126.41,1666.8,273.4
2022-04-22,442.47,939.87,142.96,1635.6,271.5
2022-04-23,390.48,753.83,127.31,1629.0,274.4
2022-04-24,384.51,722.51,126.49,1580.3,273.7
2022-04-25,365.92,676.78,121.44,1656.9,272.0
2022-04-26,413.35,796.41,138.39,1649.4,274.6
2022-04-27,360.9,687.35,121.89,1620.8,272.9
2022-04-28,390.36,736.8,132.99,1601.2,270.9
2022-04-29,372.27,704.66,127.91,1604.8,273.5
2022-04-30,376.81,757.98,130.57,1634.9,273.3
2022-05-01,352.49,760.9,123.18,1622.3,274.8
2022-05-02,404.05,824.29,142.37,1636.0,274.5
2022-05-03,372.48,770.92,132.34,1622.0,272.6
2022-05-04,353.95,680.54,126.79,1637.7,271.9
2022-05-05,399.5,787.0,144.27,1623.8,272.8
2022-05-06,365.62,731.78,133.1,1631.1,273.6
2022-05-07,380.45,720.98,139.61,1570.8,273.8
2022-05-08,389.02,746.12,143.89,1586.0,273.4
2022-05-09,381.26,779.08,142.13,1601.6,272.7
2022-05-10,330.75,683.5,124.27,1628.5,274.8
2022-05-11,383.57,754.22,145.23,1642.7,271.5
2022-05-12,367.95,677.98,140.39,1599.9,277.8
2022-05-13,362.87,700.61,139.5,1589.1,274.4
2022-05-14,366.07,665.68,141.8,1560.3,270.6
2022-05-15,337.65,664.18,131.77,1614.8,273.2
2022-05-16,369.87,734.08,145.42,1584.6,274.4
2022-05-17,340.55,658.34,134.88,1652.9,272.1
2022-05-18,359.41,712.85,143.39,1577.1,269.9
2022-05-19,366.61,733.42,147.33,1632.1,270.8
2022-05-20,382.4,759.02,154.78,1603.1,273.9
2022-05-21,347.22,639.57,141.55,1565.7,269.3
2022-05-22,387.43,749.62,159.06,1589.1,269.9
2022-05-23,377.42,754.78,156.04,1598.0,273.9
2022-05-24,351.79,743.83,146.46,1576.2,272.4
2022-05-25,338.78,654.89,142.03,1595.6,271.5
2022-05-26,331.99,668.52,140.14,1593.3,271.9
2022-05-27,361.83,740.22,153.78,1587.0,269.9
2022-05-28,343.01,665.59,146.77,1572.9,273.8
2022-05-29,376.61,780.42,162.23,1547.9,271.2
2022-05-30,342.43,711.39,148.49,1568.0,271.8
2022-05-31,337.71,707.49,147.42,1571.2,273.5
2022-06-01,356.93,715.5,156.83,1528.4,272.3
2022-06-02,339.9,744.71,150.33,1567.4,271.4
2022-06-03,351.3,667.26,156.38,1560.3,268.9
2022-06-04,367.59,796.88,164.69,1534.4,273.6
2022-06-05,351.55,715.39,158.51,1551.9,273.0
2022-06-06,350.79,733.51,159.17,1550.5,271.8
2022-06-07,351.43,677.67,160.46,1593.5,270.8
2022-06-08,317.66,648.8,145.96,1557.4,272.9
2022-06-09,353.01,741.15,163.2,1571.9,273.8
2022-06-10,348.17,645.22,161.96,1547.0,273.0
2022-06-11,359.98,699.7,168.49,1510.1,276.1
2022-06-12,354.2,619.81,166.79,1559.2,274.3
2022-06-13,339.52,659.42,160.84,1530.8,272.6
2022-06-14,359.84,676.4,171.49,1535.4,274.3
2022-06-15,336.37,652.01,161.27,1519.2,272.9
2022-06-16,344.78,774.42,166.27,1539.9,272.9
2022-06-17,334.48,711.78,162.26,1558.0,275.4
2022-06-18,346.79,630.7,169.22,1553.5,271.0
2022-06-19,331.8,668.3,162.84,1564.8,272.9
2022-06-20,365.17,744.2,180.25,1565.8,275.2
2022-06-21,370.53,713.86,183.95,1488.5,273.5
2022-06-22,350.46,692.92,174.98,1503.8,272.1
2022-06-23,360.82,716.85,181.16,1489.7,269.4
2022-06-24,308.49,563.85,155.76,1536.7,268.3
2022-06-25,309.73,575.68,157.26,1508.4,277.0
2022-06-26,327.3,646.92,167.1,1510.7,273.5
2022-06-27,332.55,654.93,170.72,1514.4,271.7
2022-06-28,327.8,619.63,169.2,1524.6,273.5
2022-06-29,303.18,570.55,157.35,1485.4,270.9
2022-06-30,348.5,679.89,181.84,1488.2,272.2
2022-07-01,364.16,745.27,191.03,1511.6,271.0
2022-07-02,348.99,681.29,184.05,1533.8,270.0
2022-07-03,344.97,730.88,182.89,1507.5,268.6
2022-07-04,330.13,624.44,175.95,1490.4,269.6
2022-07-05,311.94,617.22,167.13,1461.5,274.9
2022-07-06,326.08,627.7,175.61,1521.7,270.9
2022-07-07,358.27,722.73,193.94,1486.2,273.9
2022-07-08,317.69,598.24,172.86,1476.2,274.8
2022-07-09,315.28,677.4,172.42,1463.1,272.9
2022-07-10,339.68,609.4,186.71,1466.8,272.2
2022-07-11,339.95,723.34,187.8,1474.6,273.1
2022-07-12,306.77,603.88,170.32,1487.3,272.0
2022-07-13,315.42,635.2,175.99,1466.2,275.3
2022-07-14,310.84,649.8,174.3,1492.3,276.6
2022-07-15,319.2,652.37,179.87,1481.9,275.7
2022-07-16,334.86,632.27,189.61,1529.5,268.5
2022-07-17,303.87,613.37,172.9,1449.3,272.0
2022-07-18,333.07,713.65,190.43,1484.8,272.9
2022-07-19,316.72,593.13,181.95,1483.3,273.8
2022-07-20,350.94,760.58,202.57,1457.5,269.4
2022-07-21,318.63,636.47,184.8,1478.3,269.4
2022-07-22,311.38,596.99,181.45,1490.0,275.5
2022-07-23,321.13,601.21,188.0,1474.8,271.7
2022-07-24,306.18,593.32,180.09,1498.9,269.9
2022-07-25,282.81,500.03,167.11,1425.9,270.6
2022-07-26,306.24,587.67,181.79,1450.9,273.6
2022-07-27,305.27,590.38,182.05,1495.5,271.2
2022-07-28,283.95,526.56,170.1,1482.5,273.3
2022-07-29,306.66,623.43,184.54,1473.4,270.9
2022-07-30,275.32,533.65,166.43,1485.5,269.4
2022-07-31,301.01,571.14,182.77,1420.8,275.7
2022-08-01,309.34,596.35,188.66,1473.3,273.6
2022-08-02,306.38,611.07,187.68,1477.0,272.2
2022-08-03,297.93,585.99,183.31,1440.8,271.8
2022-08-04,302.17,571.41,186.73,1504.8,275.8
2022-08-05,290.88,573.63,180.53,1454.5,274.0
2022-08-06,302.21,590.73,188.37,1405.0,275.1
2022-08-07,302.21,558.49,189.18,1454.8,271.7
2022-08-08,287.09,554.5,180.49,1431.0,272.9
2022-08-09,303.93,612.87,191.88,1467.0,273.6
2022-08-10,303.12,611.02,192.18,1453.0,271.7
2022-08-11,296.03,573.45,188.47,1428.4,272.7
2022-08-12,333.86,676.4,213.45,1468.7,271.7
2022-08-13,295.02,549.81,189.4,1455.8,273.6
2022-08-14,292.27,545.58,188.41,1418.7,270.2
2022-08-15,289.47,560.14,187.37,1430.5,274.0
2022-08-16,280.69,591.26,182.43,1442.2,273.5
2022-08-17,304.42,601.43,198.65,1422.9,272.4
2022-08-18,283.55,548.03,185.79,1421.8,273.7
2022-08-19,284.62,600.83,187.23,1427.6,272.1
2022-08-20,284.39,549.31,187.83,1403.9,271.5
2022-08-21,277.21,603.94,183.81,1378.8,273.9
2022-08-22,265.41,506.83,176.68,1426.6,274.0
2022-08-23,283.48,527.43,189.45,1380.4,271.8
2022-08-24,302.15,587.2,202.72,1398.6,271.7
2022-08-25,291.68,564.48,196.45,1381.4,272.5
2022-08-26,310.64,584.17,210.03,1382.2,271.7
2022-08-27,298.27,660.56,202.45,1422.0,275.9
2022-08-28,294.31,585.95,200.52,1407.4,273.5
2022-08-29,313.06,627.74,214.11,1405.0,272.9
2022-08-30,284.07,543.83,195.01,1382.2,271.0
2022-08-31,285.68,543.67,196.86,1393.7,274.3
2022-09-01,283.95,584.99,196.4,1412.7,271.6
2022-09-02,305.32,548.2,211.97,1402.5,271.5
2022-09-03,282.81,522.56,197.07,1418.3,274.4
2022-09-04,272.97,528.32,190.91,1419.5,273.6
2022-09-05,289.72,606.11,203.36,1393.5,267.8
2022-09-06,269.33,517.92,189.74,1359.9,272.5
2022-09-07,287.6,575.33,203.34,1380.2,273.1
2022-09-08,285.25,559.78,202.41,1391.7,272.2
2022-09-09,276.17,576.29,196.67,1376.5,273.2
2022-09-10,286.03,516.11,204.41,1369.3,269.2
2022-09-11,256.86,521.89,184.22,1390.1,267.2
2022-09-12,279.11,541.52,200.88,1435.7,270.9
2022-09-13,269.81,553.19,194.87,1375.7,273.4
2022-09-14,314.98,591.99,228.29,1383.8,266.4
2022-09-15,277.04,543.58,201.49,1356.0,271.2
2022-09-16,266.08,518.76,194.18,1405.5,269.0
2022-09-17,254.75,474.22,186.56,1396.5,272.4
2022-09-18,290.78,533.37,213.67,1393.5,276.8
