date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1460.61,2538.28,0.0,2035.5,262.3
2022-01-02,1190.01,2179.52,4.97,2062.1,259.4
2022-01-03,1206.82,2456.02,10.08,2000.8,262.0
2022-01-04,1420.64,2728.15,17.81,2060.7,257.0
2022-01-05,1332.47,2574.15,22.29,2030.7,259.6
2022-01-06,1319.25,2715.87,27.61,2027.6,260.8
2022-01-07,1320.48,2468.4,33.18,1983.4,259.6
2022-01-08,1324.91,2658.29,38.87,2012.9,257.5
2022-01-09,1302.89,2449.37,43.71,2044.2,255.0
2022-01-10,1217.42,2435.93,45.97,2005.1,262.9
2022-01-11,1326.91,2530.23,55.71,2024.4,260.3
2022-01-12,1312.3,2521.46,60.64,2007.3,262.2
2022-01-13,1356.34,2746.12,68.42,2024.4,261.7
2022-01-14,1372.82,2769.85,75.07,2003.5,261.0
2022-01-15,1277.93,2464.88,75.3,1977.6,259.2
2022-01-16,1175.9,2233.08,74.28,1993.9,260.8
2022-01-17,1359.09,2854.65,91.63,2021.3,262.7
2022-01-18,1180.78,2364.17,84.63,1995.8,260.0
2022-01-19,1260.75,2404.07,95.73,1980.0,263.6
2022-01-20,1219.64,2294.61,97.81,2024.0,256.8
2022-01-21,1204.7,2463.08,101.75,1998.7,256.6
2022-01-22,1273.83,2491.75,113.03,1988.4,261.8
2022-01-23,1237.63,2387.37,115.1,1975.0,258.2
2022-01-24,1249.71,2444.52,121.57,1979.8,263.9
2022-01-25,1164.69,2303.46,118.29,1977.1,262.5
2022-01-26,1199.47,2326.22,126.96,1914.7,263.0
2022-01-27,1159.4,2390.63,127.7,1962.9,261.6
2022-01-28,1189.65,2459.44,136.13,1948.4,258.0
2022-01-29,1190.33,2376.65,141.32,1938.2,256.5
2022-01-30,1303.33,2709.08,160.34,1940.9,262.8
2022-01-31,1173.73,2283.75,149.45,1910.3,256.8
2022-02-01,1059.08,2130.9,139.41,1902.0,263.0
2022-02-02,1263.29,2580.35,171.73,1959.7,261.2
2022-02-03,1203.25,2459.43,168.75,1940.6,259.7
2022-02-04,1165.05,2369.68,168.42,1879.7,260.7
2022-02-05,1143.11,2293.4,170.18,1913.1,260.8
2022-02-06,1109.47,2368.95,169.96,1938.9,259.4
2022-02-07,1273.03,2409.09,200.52,1912.4,262.7
2022-02-08,1159.54,2237.68,187.65,1939.6,262.6
2022-02-09,1052.39,2024.83,174.86,1932.3,260.1
2022-02-10,1167.35,2228.59,199.02,1880.9,258.6
2022-02-11,1213.57,2125.56,212.15,1901.8,262.4
2022-02-12,1149.49,2389.33,205.92,1892.4,255.8
2022-02-13,1085.37,2002.64,199.14,1870.3,260.7
2022-02-14,1076.54,2111.54,202.18,1865.7,261.3
