date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,882.0,1572.06,0.0,3947.2,250.0
2022-01-02,820.7,1519.9,2.62,3918.4,241.8
2022-01-03,935.02,1682.98,5.98,3913.0,245.3
2022-01-04,840.25,1482.28,8.06,3902.2,249.4
2022-01-05,752.09,1349.2,9.63,3888.9,246.3
2022-01-06,808.68,1408.47,12.94,3888.2,251.1
2022-01-07,769.78,1287.43,14.79,3889.3,247.7
2022-01-08,907.17,1624.68,20.35,3898.9,243.8
2022-01-09,788.44,1361.92,20.22,3897.3,247.7
2022-01-10,866.31,1596.65,25.01,3857.1,245.0
2022-01-11,851.87,1567.43,27.34,3871.5,245.7
2022-01-12,763.76,1362.68,26.98,3850.7,244.2
2022-01-13,747.27,1359.69,28.81,3854.8,244.9
2022-01-14,846.41,1503.49,35.37,3857.4,247.6
2022-01-15,790.67,1405.11,35.6,3868.9,244.3
2022-01-16,802.7,1347.49,38.74,3841.8,242.3
2022-01-17,806.58,1416.01,41.54,3848.3,247.0
2022-01-18,681.35,1207.47,37.3,3813.0,245.7
2022-01-19,792.78,1399.63,45.97,3806.5,248.0
2022-01-20,838.98,1474.28,51.38,3819.0,244.6
2022-01-21,721.75,1264.42,46.55,3885.8,248.2
2022-01-22,821.48,1572.31,55.65,3798.3,247.6
2022-01-23,778.58,1358.9,55.28,3812.0,247.2
2022-01-24,740.39,1331.24,54.98,3812.0,243.5
2022-01-25,796.5,1383.0,61.75,3799.4,246.0
2022-01-26,780.19,1375.62,63.03,3781.8,248.0
2022-01-27,831.86,1381.31,69.92,3799.8,245.1
2022-01-28,755.03,1271.66,65.93,3765.4,242.0
2022-01-29,824.59,1395.74,74.7,3786.2,244.8
2022-01-30,771.17,1244.6,72.39,3762.0,244.3
2022-01-31,787.21,1374.35,76.47,3788.5,244.9
2022-02-01,754.97,1251.64,75.81,3727.8,243.3
2022-02-02,729.62,1198.09,75.66,3756.4,247.7
2022-02-03,800.51,1538.62,85.64,3731.2,247.4
2022-02-04,760.63,1396.22,83.87,3765.1,244.3
2022-02-05,747.84,1431.33,84.92,3760.4,245.3
2022-02-06,796.07,1377.74,93.01,3686.1,244.4
2022-02-07,812.97,1390.9,97.66,3708.8,247.1
2022-02-08,734.27,1301.03,90.62,3747.3,244.2
2022-02-09,814.09,1441.76,103.15,3721.1,244.5
2022-02-10,720.98,1231.95,93.73,3731.0,246.4
2022-02-11,756.26,1265.0,100.81,3713.5,244.5
2022-02-12,778.48,1393.71,106.34,3712.1,249.5
2022-02-13,616.26,986.97,86.21,3723.7,244.7
2022-02-14,706.1,1263.43,101.11,3675.2,247.6
2022-02-15,724.49,1240.96,106.14,3685.3,247.9
2022-02-16,748.25,1351.56,112.09,3668.5,243.4
2022-02-17,736.46,1349.09,112.76,3689.7,245.6
2022-02-18,643.75,1151.35,100.69,3653.3,244.4
2022-02-19,718.09,1175.93,114.7,3693.0,248.0
2022-02-20,673.24,1082.86,109.76,3658.9,246.0
2022-02-21,705.94,1130.66,117.43,3675.0,247.9
2022-02-22,713.91,1209.94,121.12,3645.1,249.4
2022-02-23,732.21,1178.44,126.65,3671.2,249.6
2022-02-24,706.28,1223.4,124.51,3673.9,244.0
2022-02-25,721.69,1196.8,129.62,3660.5,243.8
2022-02-26,699.14,1178.8,127.88,3622.8,243.8
2022-02-27,728.63,1263.84,135.7,3664.8,248.4
2022-02-28,668.13,1181.92,126.64,3644.6,247.7
2022-03-01,710.44,1183.3,137.02,3613.2,247.5
2022-03-02,670.31,1137.93,131.51,3626.7,247.3
2022-03-03,694.81,1226.47,138.62,3647.1,245.3
2022-03-04,714.51,1231.61,144.92,3593.6,246.3
2022-03-05,673.56,1159.32,138.86,3588.2,246.8
2022-03-06,698.83,1253.34,146.39,3599.3,246.4
2022-03-07,688.98,1141.29,146.61,3569.1,244.9
2022-03-08,771.54,1393.45,166.75,3594.5,249.4
2022-03-09,709.97,1371.76,155.8,3602.2,243.8
2022-03-10,713.19,1254.14,158.88,3586.2,245.3
2022-03-11,663.52,1124.84,150.02,3563.5,249.1
2022-03-12,605.18,973.48,138.84,3591.4,248.0
2022-03-13,669.15,1131.47,155.74,3565.1,243.6
2022-03-14,632.28,1116.19,149.26,3548.0,241.8
2022-03-15,693.98,1196.23,166.14,3564.2,244.1
2022-03-16,693.92,1199.85,168.43,3578.4,246.4
2022-03-17,689.73,1189.26,169.71,3538.0,246.3
2022-03-18,678.32,1146.82,169.16,3576.9,246.1
2022-03-19,648.81,1121.61,163.96,3541.7,247.3
