date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1020.07,1557.71,0.0,3399.6,259.9
2022-01-02,1015.48,1480.23,1.32,3412.4,259.7
2022-01-03,1028.1,1514.18,2.67,3404.2,256.7
2022-01-04,1057.37,1569.52,4.13,3411.0,257.9
2022-01-05,1042.19,1524.81,5.42,3425.5,258.8
2022-01-06,1047.63,1514.63,6.82,3386.1,255.1
2022-01-07,1093.68,1549.76,8.54,3418.0,260.2
2022-01-08,982.51,1438.99,8.96,3390.1,256.1
2022-01-09,1055.56,1550.82,11.0,3376.0,257.2
2022-01-10,1107.0,1626.32,12.98,3370.0,257.0
2022-01-11,1102.72,1450.17,14.37,3395.9,256.2
2022-01-12,1052.25,1556.61,15.08,3390.8,256.3
2022-01-13,1076.36,1576.01,16.84,3377.0,258.2
2022-01-14,1105.77,1645.28,18.74,3388.0,258.5
2022-01-15,1000.28,1349.57,18.26,3366.7,255.1
2022-01-16,1019.8,1462.98,19.95,3408.1,257.2
2022-01-17,1007.74,1478.77,21.03,3360.2,255.4
2022-01-18,1025.41,1488.81,22.74,3372.2,255.4
2022-01-19,992.39,1480.83,23.31,3332.8,260.8
2022-01-20,1012.05,1452.36,25.1,3395.8,256.9
2022-01-21,1061.14,1417.11,27.71,3394.7,255.0
2022-01-22,1012.5,1263.08,27.77,3360.4,258.2
2022-01-23,1039.06,1420.08,29.86,3361.7,256.5
2022-01-24,991.24,1361.09,29.78,3334.3,257.5
2022-01-25,1070.35,1623.36,33.57,3349.4,255.4
2022-01-26,949.14,1444.46,31.01,3356.8,257.4
2022-01-27,1015.4,1530.57,34.51,3352.0,259.1
2022-01-28,1075.2,1542.93,37.95,3314.7,259.2
2022-01-29,1008.37,1334.92,36.92,3351.1,259.9
2022-01-30,980.49,1376.5,37.19,3339.2,256.7
2022-01-31,1080.11,1688.2,42.39,3322.3,256.1
2022-02-01,984.25,1346.45,39.92,3322.5,257.4
2022-02-02,1005.96,1488.39,42.13,3320.5,257.2
2022-02-03,1002.42,1441.9,43.3,3354.7,256.8
2022-02-04,994.18,1406.36,44.25,3377.2,255.4
2022-02-05,1074.81,1531.07,49.26,3406.2,261.3
2022-02-06,940.01,1415.79,44.32,3325.0,257.9
2022-02-07,980.94,1297.65,47.54,3302.9,254.0
2022-02-08,1008.47,1466.18,50.21,3320.5,257.4
2022-02-09,1039.36,1339.41,53.12,3308.5,259.2
2022-02-10,954.41,1353.99,50.04,3278.7,262.5
2022-02-11,1042.72,1547.17,56.04,3337.4,257.8
2022-02-12,1030.99,1538.91,56.78,3312.7,259.1
2022-02-13,941.14,1382.33,53.07,3323.5,258.3
2022-02-14,977.92,1394.49,56.44,3319.9,256.3
2022-02-15,993.88,1470.44,58.67,3308.4,258.2
2022-02-16,1062.3,1665.69,64.12,3267.1,257.1
2022-02-17,1068.63,1578.75,65.91,3295.5,256.0
2022-02-18,1042.2,1327.52,65.66,3287.6,257.9
2022-02-19,975.03,1428.02,62.72,3293.3,257.9
2022-02-20,1013.82,1539.55,66.56,3298.2,259.0
2022-02-21,1014.56,1473.3,67.95,3315.6,259.3
2022-02-22,940.65,1305.9,64.25,3301.9,253.9
2022-02-23,989.48,1513.22,68.9,3291.2,255.7
2022-02-24,1072.66,1535.31,76.11,3302.3,260.3
2022-02-25,940.39,1268.9,67.97,3300.3,256.2
2022-02-26,1011.0,1455.02,74.42,3323.6,255.3
