date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,475.41,475.89,0.0,1586.2,235.1
2022-01-02,467.98,503.13,1.95,1578.3,235.5
2022-01-03,511.68,507.93,4.28,1588.0,233.4
2022-01-04,458.05,477.09,5.75,1583.6,233.5
2022-01-05,505.94,516.62,8.47,1556.9,236.9
2022-01-06,523.39,551.76,10.96,1590.0,235.2
2022-01-07,440.78,458.56,11.08,1573.4,235.4
2022-01-08,447.46,490.4,13.13,1598.1,237.4
2022-01-09,463.41,492.33,15.55,1591.7,237.0
2022-01-10,460.32,426.83,17.39,1563.4,235.6
2022-01-11,489.6,494.69,20.57,1575.5,238.5
2022-01-12,487.84,505.53,22.56,1516.3,235.0
2022-01-13,449.44,453.16,22.68,1516.9,234.2
2022-01-14,441.14,480.88,24.14,1578.6,233.6
2022-01-15,449.99,473.74,26.53,1551.3,238.5
2022-01-16,460.93,429.37,29.13,1576.7,234.8
2022-01-17,428.32,432.77,28.89,1570.6,236.1
2022-01-18,424.31,437.35,30.43,1515.3,239.8
2022-01-19,434.25,429.21,32.99,1556.3,234.5
2022-01-20,439.4,467.79,35.26,1524.9,236.3
2022-01-21,439.74,465.3,37.16,1531.8,236.3
2022-01-22,401.74,421.64,35.67,1509.7,236.2
2022-01-23,435.48,464.75,40.52,1552.5,237.9
2022-01-24,414.48,455.33,40.34,1539.7,236.8
2022-01-25,443.4,475.46,45.06,1515.2,236.5
2022-01-26,412.55,441.94,43.69,1509.0,239.4
2022-01-27,445.97,458.81,49.15,1537.4,233.1
2022-01-28,433.52,433.49,49.64,1503.6,233.7
2022-01-29,466.77,529.85,55.45,1504.5,236.0
2022-01-30,440.47,462.98,54.22,1499.4,237.1
2022-01-31,428.53,420.01,54.59,1496.5,236.0
2022-02-01,430.08,441.17,56.64,1522.4,234.8
2022-02-02,430.87,435.96,58.6,1510.7,238.6
2022-02-03,415.52,445.61,58.31,1492.3,237.7
2022-02-04,421.33,427.08,60.94,1479.9,234.9
2022-02-05,414.46,393.92,61.74,1498.0,239.4
2022-02-06,416.21,441.15,63.8,1490.3,235.3
2022-02-07,412.65,413.6,65.03,1508.7,235.5
2022-02-08,413.05,376.3,66.88,1476.0,233.0
2022-02-09,418.44,450.43,69.57,1496.5,236.6
2022-02-10,429.51,413.29,73.27,1480.2,239.9
2022-02-11,435.58,426.37,76.19,1488.5,239.9
2022-02-12,401.99,415.63,72.05,1512.7,235.4
2022-02-13,384.33,398.56,70.56,1472.4,235.0
2022-02-14,428.25,429.04,80.47,1518.5,236.1
2022-02-15,455.04,477.16,87.48,1468.2,238.9
2022-02-16,420.05,450.7,82.58,1449.1,236.5
2022-02-17,401.01,393.95,80.57,1498.7,237.7
2022-02-18,410.94,424.72,84.35,1501.1,237.5
2022-02-19,408.14,423.04,85.55,1443.6,238.3
2022-02-20,402.82,439.64,86.19,1444.0,237.8
2022-02-21,384.12,399.73,83.85,1473.6,234.8
2022-02-22,420.6,393.17,93.65,1466.1,236.4
2022-02-23,383.56,440.52,87.07,1436.0,235.2
2022-02-24,417.16,431.85,96.5,1431.7,238.0
2022-02-25,407.35,424.7,96.01,1452.8,237.1
2022-02-26,423.28,433.38,101.6,1441.9,237.2
2022-02-27,408.07,425.78,99.72,1453.6,236.8
2022-02-28,346.91,364.69,86.29,1451.1,233.0
2022-03-01,363.6,388.72,92.02,1455.4,237.2
2022-03-02,391.06,399.4,100.67,1393.7,233.6
2022-03-03,421.02,381.54,110.21,1469.4,234.1
2022-03-04,379.42,381.91,100.97,1440.0,238.3
2022-03-05,359.22,365.72,97.15,1418.5,235.3
2022-03-06,399.7,397.18,109.84,1422.5,233.3
2022-03-07,414.38,403.25,115.67,1435.1,234.8
2022-03-08,366.56,368.14,103.92,1424.4,237.6
2022-03-09,370.32,397.37,106.59,1422.2,235.1
2022-03-10,410.11,428.63,119.83,1412.9,238.3
2022-03-11,353.66,339.24,104.87,1445.7,237.9
2022-03-12,356.38,334.52,107.22,1416.7,238.1
2022-03-13,354.87,332.85,108.31,1430.2,237.4
2022-03-14,377.02,392.61,116.7,1448.6,233.5
2022-03-15,367.28,349.33,115.28,1421.8,235.6
2022-03-16,360.1,368.82,114.59,1406.1,237.0
2022-03-17,386.2,410.23,124.57,1360.8,234.5
2022-03-18,383.85,402.66,125.47,1387.0,237.1
2022-03-19,394.03,398.24,130.5,1435.2,238.2
2022-03-20,367.23,407.1,123.22,1397.0,233.8
2022-03-21,379.0,377.86,128.81,1361.3,232.5
2022-03-22,342.82,354.93,117.99,1381.3,236.3
2022-03-23,375.43,378.66,130.84,1359.5,241.0
2022-03-24,375.01,381.82,132.31,1371.6,236.0
2022-03-25,345.62,370.03,123.44,1370.3,233.5
2022-03-26,369.44,392.21,133.54,1364.2,237.2
2022-03-27,361.73,338.16,132.31,1375.1,236.7
2022-03-28,364.36,355.37,134.84,1330.3,237.2
2022-03-29,371.73,398.08,139.17,1382.0,240.5
2022-03-30,356.78,342.81,135.11,1395.1,233.7
2022-03-31,372.89,363.94,142.81,1327.2,237.6
2022-04-01,331.66,346.91,128.45,1382.9,236.0
2022-04-02,334.91,361.13,131.14,1372.4,236.9
2022-04-03,346.0,370.84,136.97,1364.2,234.7
2022-04-04,334.2,315.91,133.73,1355.5,233.3
2022-04-05,350.88,355.87,141.91,1356.7,239.4
2022-04-06,339.38,342.3,138.71,1367.2,239.7
2022-04-07,338.87,337.95,139.95,1351.9,240.0
2022-04-08,337.19,319.36,140.7,1399.0,234.6
2022-04-09,345.7,379.79,145.72,1330.2,235.8
2022-04-10,340.34,347.93,144.91,1373.4,238.5
2022-04-11,345.48,337.86,148.57,1335.6,235.8
2022-04-12,331.5,346.97,143.97,1328.0,234.7
2022-04-13,305.81,311.76,134.11,1353.7,236.9
2022-04-14,348.16,373.01,154.16,1325.1,233.6
2022-04-15,321.51,322.45,143.73,1363.7,232.5
2022-04-16,338.09,340.05,152.57,1311.7,240.8
2022-04-17,332.22,342.06,151.33,1349.7,235.5
2022-04-18,367.72,391.19,169.05,1334.0,237.7
2022-04-19,285.71,279.41,132.56,1316.4,235.5
2022-04-20,317.99,304.12,148.87,1297.8,236.6
2022-04-21,333.8,352.1,157.68,1295.4,236.2
2022-04-22,300.33,313.26,143.14,1295.8,233.1
