date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1105.61,1046.03,0.0,1644.3,245.7
2022-01-02,1188.56,1188.67,2.63,1618.6,242.4
2022-01-03,1176.82,1132.6,5.21,1622.3,249.2
2022-01-04,1162.91,1043.78,7.72,1622.5,250.1
2022-01-05,1190.07,1219.27,10.54,1622.3,250.4
2022-01-06,1171.59,1094.02,12.98,1645.2,249.2
2022-01-07,1003.06,928.91,13.34,1573.4,249.5
2022-01-08,1139.38,926.99,17.68,1619.5,247.2
2022-01-09,1180.56,1154.25,20.95,1615.8,243.0
2022-01-10,1248.49,1189.12,24.93,1588.5,247.2
2022-01-11,1248.85,1189.4,27.72,1627.9,248.4
2022-01-12,1071.26,994.74,26.16,1598.4,246.8
2022-01-13,1127.43,1037.69,30.05,1604.3,246.8
2022-01-14,1055.69,981.95,30.49,1646.9,245.2
2022-01-15,1230.16,1192.77,38.28,1628.7,245.1
2022-01-16,1198.96,1172.52,39.98,1618.5,250.8
2022-01-17,1159.03,1085.68,41.24,1613.1,250.9
2022-01-18,1146.41,1137.96,43.36,1600.7,247.1
2022-01-19,1213.22,1145.18,48.6,1642.6,247.7
2022-01-20,1201.4,1109.81,50.82,1617.1,245.2
2022-01-21,1196.17,1144.81,53.28,1584.6,248.4
2022-01-22,1154.39,1019.61,54.0,1570.1,250.6
2022-01-23,1106.87,1061.14,54.26,1608.0,244.1
2022-01-24,1167.6,1021.17,59.86,1594.1,248.0
2022-01-25,1168.19,1050.16,62.52,1565.2,248.2
2022-01-26,1109.65,945.43,61.88,1600.8,248.2
2022-01-27,1098.63,1032.01,63.73,1585.4,250.4
2022-01-28,1179.46,1207.68,71.08,1599.9,251.2
2022-01-29,1206.86,1137.0,75.44,1596.7,246.7
2022-01-30,1070.43,1047.05,69.33,1574.2,248.5
2022-01-31,1095.44,1160.2,73.41,1597.6,247.3
2022-02-01,1127.45,1090.03,78.1,1573.5,245.9
2022-02-02,1132.88,1032.51,81.03,1573.4,247.7
2022-02-03,1075.1,986.86,79.33,1569.9,248.5
2022-02-04,1205.67,1142.61,91.69,1601.7,247.6
2022-02-05,1123.08,1030.62,87.94,1572.0,245.4
2022-02-06,1127.02,1038.23,90.8,1603.7,246.2
2022-02-07,1192.2,1185.45,98.75,1610.4,246.2
2022-02-08,1069.25,1065.27,90.98,1558.5,245.4
2022-02-09,1086.97,945.25,94.95,1513.4,247.7
2022-02-10,1021.49,928.43,91.55,1591.3,248.0
2022-02-11,1078.4,998.25,99.09,1562.1,249.1
2022-02-12,1004.94,980.87,94.62,1550.2,245.4
2022-02-13,1124.3,1126.35,108.41,1554.3,246.0
2022-02-14,1104.5,1188.09,109.0,1556.3,250.2
2022-02-15,1064.83,985.6,107.51,1589.1,246.8
2022-02-16,1072.39,995.13,110.71,1564.9,247.2
2022-02-17,1116.78,1089.47,117.83,1586.0,246.8
2022-02-18,1012.85,927.1,109.16,1568.8,249.4
2022-02-19,1082.8,1018.89,119.17,1551.3,249.5
2022-02-20,1107.3,1027.57,124.38,1548.2,249.3
2022-02-21,972.75,801.0,111.48,1565.8,247.2
2022-02-22,1102.45,1051.19,128.86,1569.5,245.4
2022-02-23,974.93,915.47,116.17,1571.6,251.0
2022-02-24,1055.78,1064.12,128.21,1545.0,248.8
2022-02-25,998.41,946.41,123.52,1552.4,246.2
2022-02-26,1133.84,1007.08,142.86,1559.1,250.0
2022-02-27,995.06,930.81,127.65,1538.3,246.0
2022-02-28,967.24,820.78,126.29,1521.9,249.9
2022-03-01,1059.3,943.08,140.72,1527.0,250.1
2022-03-02,1028.62,1005.76,139.0,1536.9,245.3
2022-03-03,969.54,907.43,133.23,1553.6,248.3
2022-03-04,1074.0,1064.73,150.04,1564.1,248.7
2022-03-05,940.54,803.66,133.54,1510.4,252.4
2022-03-06,988.61,925.51,142.63,1524.1,245.6
2022-03-07,1010.78,935.1,148.14,1527.5,250.0
2022-03-08,1080.46,1072.85,160.82,1549.1,247.2
2022-03-09,1104.05,1081.45,166.86,1521.3,244.6
2022-03-10,1092.04,1068.12,167.55,1521.8,246.9
2022-03-11,1025.15,1046.37,159.63,1500.8,247.1
2022-03-12,906.02,842.8,143.16,1537.3,245.0
2022-03-13,1049.38,1060.84,168.22,1523.0,247.7
2022-03-14,1102.91,990.62,179.32,1511.7,249.0
2022-03-15,1088.74,976.0,179.52,1518.2,247.6
2022-03-16,1047.29,1029.83,175.08,1544.5,246.0
2022-03-17,960.94,842.13,162.85,1500.5,246.8
2022-03-18,993.04,968.02,170.57,1502.3,247.1
2022-03-19,1116.38,1063.3,194.32,1542.8,247.6
2022-03-20,944.1,942.63,166.5,1517.9,249.3
2022-03-21,956.0,903.27,170.79,1528.4,247.7
2022-03-22,1060.05,1007.38,191.81,1521.6,244.3
2022-03-23,988.69,960.8,181.17,1511.5,246.0
2022-03-24,949.02,869.55,176.08,1503.8,247.5
2022-03-25,1083.67,990.69,203.56,1526.0,249.4
2022-03-26,1028.07,997.37,195.48,1531.3,249.7
2022-03-27,983.9,931.04,189.34,1528.3,250.7
2022-03-28,943.85,876.23,183.8,1481.5,247.4
2022-03-29,1101.67,1039.68,217.07,1529.9,248.6
2022-03-30,996.3,1019.43,198.6,1495.3,244.2
2022-03-31,1065.25,987.13,214.79,1486.0,248.0
2022-04-01,1038.26,960.69,211.74,1496.3,245.0
2022-04-02,966.18,837.45,199.26,1514.9,247.0
2022-04-03,964.8,912.37,201.2,1507.7,253.2
2022-04-04,1059.85,1037.36,223.46,1490.4,247.7
2022-04-05,1058.69,1045.23,225.65,1510.9,245.4
2022-04-06,892.32,850.19,192.24,1495.6,247.9
2022-04-07,1009.94,1002.82,219.91,1480.0,246.1
2022-04-08,975.17,957.91,214.58,1475.9,245.2
2022-04-09,928.71,929.08,206.5,1496.9,251.3
2022-04-10,990.3,984.65,222.47,1485.7,249.3
2022-04-11,909.86,929.93,206.5,1458.4,247.8
2022-04-12,951.19,893.76,218.07,1501.5,246.3
2022-04-13,933.3,825.77,216.12,1473.6,246.5
2022-04-14,946.08,926.31,221.25,1513.7,250.2
2022-04-15,965.08,950.26,227.92,1452.4,247.7
2022-04-16,917.66,937.9,218.84,1475.5,241.0
2022-04-17,1040.88,1049.59,250.62,1463.7,252.0
2022-04-18,986.95,1026.28,239.91,1456.9,247.5
2022-04-19,1047.69,1023.63,257.08,1465.3,247.8
2022-04-20,951.97,912.47,235.79,1509.1,249.3
2022-04-21,931.6,821.71,232.89,1475.2,248.1
2022-04-22,1040.19,1000.93,262.43,1455.1,248.6
2022-04-23,926.78,854.01,235.95,1433.0,246.3
2022-04-24,944.11,904.16,242.54,1433.8,244.7
2022-04-25,985.08,936.07,255.34,1456.2,247.7
2022-04-26,890.36,863.66,232.84,1452.9,250.0
2022-04-27,981.05,925.17,258.81,1459.7,245.8
2022-04-28,973.19,965.37,258.98,1417.4,245.7
2022-04-29,1003.77,821.72,269.43,1459.7,249.6
2022-04-30,984.06,941.41,266.4,1480.7,246.2
2022-05-01,1001.52,1006.16,273.44,1491.3,246.3
2022-05-02,933.48,967.34,257.01,1419.6,246.4
2022-05-03,896.52,880.69,248.9,1440.1,247.0
2022-05-04,1033.87,1062.3,289.41,1437.7,244.0
2022-05-05,862.23,824.0,243.35,1456.4,246.0
2022-05-06,865.31,820.14,246.21,1427.7,247.6
2022-05-07,956.33,930.27,274.31,1484.4,247.6
2022-05-08,1003.77,951.08,290.23,1450.3,249.4
2022-05-09,935.41,851.78,272.62,1445.6,250.8
2022-05-10,971.14,896.6,285.26,1478.6,250.1
2022-05-11,831.09,743.8,246.04,1445.1,248.9
2022-05-12,898.51,873.97,268.06,1452.1,246.8
2022-05-13,833.64,790.46,250.63,1427.7,245.9
2022-05-14,953.96,887.74,288.99,1414.0,247.2
2022-05-15,845.54,778.58,258.09,1427.9,248.3
2022-05-16,856.31,831.98,263.35,1482.5,248.8
2022-05-17,936.54,922.15,290.17,1450.1,248.4
2022-05-18,959.78,858.13,299.58,1441.6,246.9
2022-05-19,902.48,800.18,283.77,1415.3,248.7
2022-05-20,933.92,927.28,295.8,1451.7,249.6
2022-05-21,930.74,821.38,296.93,1405.0,248.9
2022-05-22,894.95,871.33,287.57,1399.5,247.1
2022-05-23,853.6,874.32,276.24,1418.3,245.5
2022-05-24,926.83,949.43,302.07,1467.3,245.4
2022-05-25,927.29,911.17,304.35,1464.9,245.8
2022-05-26,938.19,920.6,310.08,1416.6,247.6
2022-05-27,910.38,959.87,302.97,1410.8,248.2
2022-05-28,842.47,705.19,282.31,1390.1,244.3
2022-05-29,923.93,855.24,311.72,1423.2,246.1
2022-05-30,891.39,880.58,302.79,1423.6,247.6
2022-05-31,868.34,809.01,296.94,1434.8,245.3
2022-06-01,875.09,880.7,301.26,1435.9,248.0
2022-06-02,855.94,809.55,296.63,1412.5,246.5
2022-06-03,924.23,881.63,322.41,1426.2,245.7
2022-06-04,820.65,767.02,288.15,1399.8,247.2
2022-06-05,837.86,773.26,296.11,1423.2,247.9
2022-06-06,865.56,797.82,307.88,1401.1,245.4
2022-06-07,949.28,911.8,339.83,1419.1,246.6
2022-06-08,923.01,840.82,332.54,1416.2,248.1
2022-06-09,803.38,797.61,291.27,1408.7,245.6
2022-06-10,932.59,912.64,340.25,1421.9,243.8
2022-06-11,930.79,930.56,341.72,1373.3,244.0
2022-06-12,819.26,732.56,302.65,1382.1,246.3
2022-06-13,759.22,658.35,282.2,1396.7,244.5
2022-06-14,864.02,818.62,323.12,1372.0,246.4
2022-06-15,914.13,991.84,343.95,1391.4,250.5
2022-06-16,932.7,939.84,353.06,1390.8,244.4
2022-06-17,824.82,759.98,314.1,1423.2,246.6
2022-06-18,936.18,906.01,358.65,1398.5,251.4
2022-06-19,763.48,749.84,294.22,1415.0,247.9
2022-06-20,841.83,743.19,326.33,1399.1,246.4
2022-06-21,838.18,848.7,326.82,1381.1,246.8
2022-06-22,903.69,849.22,354.42,1393.2,248.0
2022-06-23,908.25,856.81,358.28,1403.9,250.5
2022-06-24,891.93,846.25,353.87,1411.9,246.1
2022-06-25,792.37,793.86,316.17,1384.1,245.6
2022-06-26,884.77,806.8,355.04,1352.5,244.4
2022-06-27,868.17,752.51,350.35,1349.8,247.3
2022-06-28,774.45,745.76,314.29,1376.4,244.3
2022-06-29,756.33,643.5,308.65,1334.9,246.2
2022-06-30,885.65,826.66,363.43,1416.2,245.3
2022-07-01,832.83,836.08,343.65,1391.0,249.3
2022-07-02,784.95,765.41,325.66,1365.1,246.1
2022-07-03,828.6,826.15,345.65,1354.3,247.9
2022-07-04,850.98,831.46,356.91,1395.8,243.9
2022-07-05,830.77,882.17,350.31,1351.7,247.4
2022-07-06,768.08,706.47,325.61,1352.4,244.7
2022-07-07,909.52,879.07,387.63,1356.1,246.3
2022-07-08,871.29,807.6,373.3,1372.5,251.5
2022-07-09,814.22,808.51,350.69,1381.4,249.0
2022-07-10,814.38,769.38,352.59,1391.5,246.9
2022-07-11,839.89,864.33,365.53,1387.3,253.5
2022-07-12,777.02,716.81,339.92,1365.2,245.3
2022-07-13,835.28,847.26,367.29,1384.3,249.5
2022-07-14,765.91,747.35,338.51,1349.2,244.1
2022-07-15,816.11,772.14,362.53,1325.0,246.6
2022-07-16,769.72,749.22,343.65,1346.7,244.4
2022-07-17,770.37,739.58,345.67,1342.8,247.6
2022-07-18,881.5,850.23,397.51,1345.0,247.2
2022-07-19,815.39,764.72,369.53,1337.2,246.5
