date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1448.09,1526.83,0.0,2321.9,207.6
2022-01-02,1469.55,1640.52,5.1,2307.8,213.4
2022-01-03,1338.83,1577.8,9.3,2286.5,209.1
2022-01-04,1310.62,1489.32,13.66,2281.9,210.4
2022-01-05,1455.35,1555.9,20.24,2269.9,209.5
2022-01-06,1352.9,1562.35,23.53,2292.4,208.1
2022-01-07,1317.39,1441.56,27.51,2257.8,207.3
2022-01-08,1253.83,1474.33,30.56,2268.6,210.1
2022-01-09,1474.6,1705.93,41.1,2259.1,207.7
2022-01-10,1392.62,1543.82,43.69,2232.9,209.2
2022-01-11,1407.08,1527.88,49.08,2260.9,208.8
2022-01-12,1395.63,1507.63,53.57,2222.7,208.9
2022-01-13,1376.29,1753.72,57.66,2241.0,206.1
2022-01-14,1356.32,1354.83,61.59,2260.1,203.3
2022-01-15,1349.21,1388.15,66.02,2246.9,211.3
2022-01-16,1284.12,1528.54,67.35,2243.3,211.9
2022-01-17,1227.34,1446.01,68.7,2219.7,204.5
2022-01-18,1493.0,1714.68,88.84,2254.7,210.5
2022-01-19,1340.95,1362.13,84.52,2212.8,210.1
2022-01-20,1305.35,1512.31,86.89,2241.4,207.0
2022-01-21,1277.4,1370.52,89.55,2250.1,211.4
2022-01-22,1396.48,1567.66,102.84,2190.3,211.9
2022-01-23,1332.6,1533.96,102.86,2209.6,211.8
2022-01-24,1262.25,1460.09,101.9,2204.5,213.1
2022-01-25,1295.43,1413.9,109.18,2216.7,211.7
2022-01-26,1332.02,1599.26,116.99,2189.2,208.0
2022-01-27,1282.53,1505.7,117.2,2181.6,209.7
2022-01-28,1357.18,1457.61,128.85,2200.6,210.4
2022-01-29,1438.37,1583.78,141.68,2187.3,212.7
2022-01-30,1269.17,1377.5,129.53,2192.4,209.2
2022-01-31,1274.36,1433.17,134.6,2210.0,208.4
2022-02-01,1235.56,1437.75,134.91,2156.7,206.3
2022-02-02,1275.46,1305.77,143.82,2183.6,211.4
2022-02-03,1156.0,1174.76,134.48,2170.9,210.1
2022-02-04,1348.16,1457.66,161.65,2180.0,207.9
2022-02-05,1189.23,1432.38,146.84,2164.7,211.2
2022-02-06,1219.33,1391.93,154.92,2149.7,209.0
2022-02-07,1272.2,1548.41,166.19,2178.0,207.0
2022-02-08,1350.23,1511.41,181.22,2222.4,212.3
2022-02-09,1205.78,1303.04,166.15,2161.8,205.5
2022-02-10,1244.23,1286.02,175.91,2146.2,209.9
2022-02-11,1270.7,1374.12,184.21,2143.0,209.4
2022-02-12,1206.78,1319.22,179.27,2173.2,206.4
2022-02-13,1237.6,1226.9,188.3,2133.8,210.3
2022-02-14,1142.78,1235.01,177.97,2174.3,208.3
2022-02-15,1205.27,1301.95,192.04,2112.4,213.0
