date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1036.78,1440.94,0.0,1929.2,207.6
2022-01-02,944.16,1312.1,3.76,1951.0,208.3
2022-01-03,1033.97,1508.27,8.23,1975.2,208.0
2022-01-04,1035.53,1369.23,12.37,1899.3,206.8
2022-01-05,934.1,1199.09,14.89,1948.0,208.2
2022-01-06,963.26,1344.02,19.21,1943.1,207.1
2022-01-07,1026.71,1422.99,24.58,1936.3,204.6
2022-01-08,1035.97,1321.33,28.96,1900.3,205.9
2022-01-09,1009.39,1362.35,32.27,1915.0,211.1
2022-01-10,1010.87,1413.53,36.37,1894.3,209.4
2022-01-11,1006.62,1389.51,40.27,1919.0,206.5
2022-01-12,974.65,1375.71,42.92,1881.2,208.4
2022-01-13,989.73,1302.39,47.57,1895.4,207.5
2022-01-14,925.58,1170.94,48.22,1913.5,210.6
2022-01-15,963.04,1251.45,54.06,1883.1,206.8
2022-01-16,986.66,1401.56,59.38,1886.7,207.5
2022-01-17,1046.39,1498.6,67.21,1873.4,205.5
2022-01-18,976.25,1318.19,66.66,1893.5,206.8
2022-01-19,1079.88,1581.64,78.11,1882.5,201.6
2022-01-20,1069.9,1445.03,81.73,1867.5,207.6
2022-01-21,975.9,1294.8,78.52,1866.4,209.1
2022-01-22,949.24,1201.36,80.23,1879.1,210.5
2022-01-23,1075.55,1458.99,95.29,1851.7,208.1
2022-01-24,998.81,1432.16,92.56,1868.8,206.4
2022-01-25,980.76,1420.16,94.88,1867.3,205.5
2022-01-26,922.03,1322.61,92.97,1866.7,206.1
2022-01-27,932.99,1302.15,97.88,1849.8,203.9
2022-01-28,902.68,1327.28,98.39,1869.5,206.6
2022-01-29,1017.54,1318.43,115.07,1873.5,204.6
2022-01-30,967.62,1395.63,113.39,1864.2,205.9
2022-01-31,926.23,1278.94,112.33,1852.4,206.7
2022-02-01,915.57,1259.82,114.79,1816.6,207.8
2022-02-02,888.29,1123.48,115.01,1875.6,203.8
2022-02-03,928.26,1285.56,124.0,1840.2,206.4
2022-02-04,936.36,1348.58,128.92,1842.2,208.5
2022-02-05,820.08,997.82,116.28,1818.8,209.9
2022-02-06,877.84,1242.87,128.08,1825.6,207.0
2022-02-07,888.16,1071.2,133.24,1850.4,211.5
2022-02-08,965.94,1222.07,148.89,1839.5,208.5
2022-02-09,887.9,1203.32,140.51,1814.6,207.2
2022-02-10,828.51,1217.42,134.53,1848.4,209.6
2022-02-11,857.22,1159.76,142.72,1794.6,206.1
2022-02-12,982.11,1368.73,167.57,1778.2,205.0
2022-02-13,884.37,1149.43,154.54,1770.2,209.0
2022-02-14,851.55,1148.25,152.32,1821.7,208.2
2022-02-15,820.3,1113.91,150.11,1788.9,209.2
2022-02-16,893.34,1315.52,167.17,1797.0,209.1
2022-02-17,895.07,1173.24,171.19,1818.7,211.1
2022-02-18,905.91,1192.88,177.01,1800.4,204.2
2022-02-19,1003.87,1440.53,200.3,1767.2,206.4
2022-02-20,826.08,1110.96,168.24,1820.4,206.5
2022-02-21,861.39,1179.56,179.0,1779.2,209.4
2022-02-22,887.48,1234.74,188.09,1780.8,207.8
2022-02-23,852.72,1124.17,184.25,1764.8,209.4
2022-02-24,779.17,952.09,171.58,1753.8,207.7
2022-02-25,888.18,1274.42,199.26,1777.8,207.1
2022-02-26,835.93,1144.86,191.0,1741.4,208.5
2022-02-27,814.55,1038.33,189.49,1765.7,207.6
2022-02-28,819.17,1158.83,193.95,1796.1,207.9
2022-03-01,920.92,1379.96,221.86,1776.5,208.4
2022-03-02,907.14,1308.87,222.3,1762.6,208.0
2022-03-03,802.68,1206.69,200.02,1733.7,209.1
2022-03-04,772.92,987.84,195.81,1751.5,207.2
2022-03-05,881.27,1214.97,226.91,1733.9,207.4
2022-03-06,927.11,1284.8,242.55,1775.8,205.1
2022-03-07,935.54,1266.45,248.63,1734.6,209.1
2022-03-08,775.93,1039.24,209.42,1725.5,210.5
2022-03-09,888.79,1031.15,243.56,1733.9,203.5
2022-03-10,829.31,1224.8,230.69,1719.8,208.4
2022-03-11,747.01,934.95,210.89,1737.3,206.8
2022-03-12,788.64,1122.38,225.91,1766.1,206.7
2022-03-13,789.06,1075.02,229.29,1727.0,208.4
2022-03-14,838.08,1139.44,247.0,1705.5,207.0
2022-03-15,760.14,1024.42,227.18,1717.9,207.9
2022-03-16,851.59,1171.12,258.03,1692.8,206.4
2022-03-17,829.79,1166.09,254.85,1772.9,210.1
2022-03-18,849.04,1211.12,264.27,1748.6,206.6
2022-03-19,778.59,1053.5,245.56,1734.7,205.6
2022-03-20,818.41,1047.23,261.5,1721.9,207.8
2022-03-21,758.42,968.69,245.46,1700.8,205.4
2022-03-22,824.18,1180.55,270.14,1698.4,207.6
2022-03-23,785.14,1054.59,260.59,1694.0,210.4
2022-03-24,786.43,1015.98,264.26,1743.2,207.0
2022-03-25,788.03,1033.23,268.04,1689.0,204.4
2022-03-26,718.21,973.37,247.25,1678.7,206.3
2022-03-27,830.75,1058.62,289.41,1685.1,208.7
2022-03-28,784.75,1066.9,276.62,1694.8,207.3
2022-03-29,825.42,1194.37,294.35,1612.0,208.5
2022-03-30,819.83,1109.71,295.72,1686.7,205.8
2022-03-31,742.32,921.45,270.81,1625.2,206.3
2022-04-01,760.82,1080.93,280.68,1702.8,208.4
2022-04-02,709.07,1019.11,264.5,1636.1,210.3
2022-04-03,813.09,1171.54,306.64,1651.7,206.3
2022-04-04,775.99,1059.75,295.83,1626.7,207.2
2022-04-05,768.73,1168.77,296.2,1698.3,209.3
2022-04-06,748.08,1056.12,291.31,1659.3,207.4
2022-04-07,719.39,1126.0,283.08,1701.3,208.4
2022-04-08,801.87,1165.67,318.81,1693.8,205.6
2022-04-09,826.36,1192.66,331.92,1676.3,207.1
2022-04-10,798.03,1052.82,323.8,1620.5,205.9
2022-04-11,739.85,959.67,303.2,1649.1,203.7
2022-04-12,758.13,1038.28,313.78,1670.4,205.3
2022-04-13,780.82,1052.97,326.35,1648.2,208.0
2022-04-14,742.19,983.45,313.22,1630.3,208.2
2022-04-15,807.86,1092.87,344.21,1642.0,208.6
2022-04-16,779.64,1051.1,335.35,1641.2,208.1
