date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1251.4,707.92,0.0,2582.5,196.5
2022-01-02,1259.94,729.51,3.5,2560.5,199.8
2022-01-03,1083.45,623.61,6.03,2531.0,200.2
2022-01-04,1119.8,664.34,9.35,2526.6,199.7
2022-01-05,1202.66,714.5,13.4,2522.3,198.5
2022-01-06,1173.4,615.81,16.35,2512.6,199.1
2022-01-07,1188.49,602.44,19.88,2547.1,199.8
2022-01-08,1136.12,681.29,22.18,2564.5,200.4
2022-01-09,1236.06,747.78,27.59,2538.8,201.4
2022-01-10,1227.19,665.04,30.83,2490.9,202.3
2022-01-11,1182.41,612.44,33.02,2529.4,199.6
2022-01-12,1242.07,712.81,38.17,2527.0,199.3
2022-01-13,1200.5,717.46,40.26,2569.2,201.0
2022-01-14,1120.08,697.12,40.71,2495.3,201.4
2022-01-15,1189.18,696.63,46.57,2513.7,199.3
2022-01-16,1109.1,621.59,46.55,2552.7,201.8
2022-01-17,1213.3,661.93,54.34,2524.6,202.1
2022-01-18,1156.67,660.91,55.07,2524.0,202.8
2022-01-19,1146.19,644.75,57.8,2512.1,203.7
2022-01-20,1114.91,604.37,59.37,2513.5,198.4
2022-01-21,1221.92,769.27,68.52,2519.6,200.2
2022-01-22,1139.99,709.11,67.15,2484.9,200.2
2022-01-23,1121.66,676.92,69.25,2515.8,200.0
2022-01-24,1123.42,612.01,72.54,2467.9,198.9
2022-01-25,1171.28,697.47,78.94,2499.0,197.2
2022-01-26,1159.07,683.07,81.41,2493.1,200.4
2022-01-27,1159.07,676.55,84.69,2474.4,198.6
2022-01-28,1157.42,702.25,87.86,2483.3,200.3
2022-01-29,1251.43,737.35,98.55,2468.5,198.6
2022-01-30,1104.86,654.29,90.15,2456.6,198.0
2022-01-31,1096.35,646.02,92.57,2468.1,200.6
2022-02-01,1076.88,625.45,93.99,2450.2,200.5
2022-02-02,1154.46,600.47,104.05,2475.9,201.3
2022-02-03,1180.45,676.92,109.76,2443.6,204.5
2022-02-04,1108.43,615.38,106.22,2478.0,200.7
2022-02-05,1065.48,569.52,105.15,2437.3,201.1
2022-02-06,1063.89,658.63,108.02,2446.7,198.0
2022-02-07,1143.08,709.2,119.33,2442.7,197.6
