date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,609.32,624.52,0.0,2550.4,241.5
2022-01-02,553.3,576.93,1.33,2539.9,241.8
2022-01-03,544.21,601.96,2.63,2520.2,241.6
2022-01-04,546.37,515.41,3.96,2491.7,240.6
2022-01-05,567.62,578.19,5.48,2512.4,242.6
2022-01-06,543.35,539.07,6.56,2530.4,244.4
2022-01-07,564.92,566.55,8.19,2508.3,242.0
2022-01-08,567.11,584.41,9.6,2523.3,241.1
2022-01-09,589.46,591.79,11.41,2518.0,246.6
2022-01-10,552.53,519.39,12.03,2538.3,241.9
2022-01-11,541.93,524.06,13.12,2518.5,244.2
2022-01-12,547.39,559.09,14.58,2527.8,242.7
2022-01-13,536.91,512.44,15.61,2503.3,244.8
2022-01-14,540.86,507.43,17.04,2538.1,242.6
2022-01-15,571.58,558.92,19.4,2493.6,242.6
2022-01-16,521.27,480.17,18.96,2483.4,242.6
2022-01-17,497.91,475.54,19.33,2524.5,242.2
2022-01-18,535.22,582.95,22.08,2482.6,242.8
2022-01-19,535.64,517.31,23.41,2470.9,241.1
2022-01-20,555.7,562.33,25.64,2467.8,243.7
2022-01-21,524.4,499.2,25.48,2477.7,248.1
2022-01-22,515.47,527.92,26.31,2479.8,240.8
2022-01-23,510.16,499.9,27.29,2491.0,243.3
2022-01-24,508.75,525.11,28.46,2495.6,242.7
2022-01-25,502.17,490.56,29.32,2478.3,240.4
2022-01-26,491.66,476.76,29.92,2494.2,244.3
2022-01-27,464.84,458.04,29.43,2489.0,241.8
2022-01-28,542.18,538.46,35.65,2451.7,241.3
2022-01-29,524.85,527.09,35.8,2448.2,245.4
2022-01-30,573.08,549.26,40.5,2456.4,242.0
2022-01-31,479.47,454.69,35.07,2419.8,245.0
2022-02-01,566.96,523.16,42.86,2461.9,243.8
2022-02-02,511.44,492.9,39.92,2453.3,242.9
2022-02-03,473.49,430.37,38.13,2488.0,244.0
2022-02-04,461.71,429.1,38.32,2474.9,244.3
2022-02-05,498.52,488.98,42.6,2444.5,242.3
2022-02-06,534.26,545.97,46.98,2467.5,242.0
2022-02-07,516.93,504.58,46.73,2442.3,244.4
2022-02-08,499.7,545.58,46.41,2452.5,248.2
2022-02-09,536.82,541.11,51.18,2402.0,239.4
2022-02-10,510.03,511.57,49.89,2427.0,240.5
2022-02-11,466.01,436.52,46.74,2439.0,240.8
2022-02-12,537.48,549.2,55.24,2428.0,242.0
2022-02-13,477.68,487.97,50.28,2456.7,240.7
2022-02-14,476.11,450.34,51.29,2435.6,243.9
2022-02-15,496.39,493.84,54.71,2438.2,239.8
2022-02-16,509.23,544.31,57.38,2427.8,241.8
2022-02-17,483.75,486.6,55.71,2421.5,241.7
2022-02-18,454.91,470.89,53.52,2437.1,244.7
2022-02-19,482.73,471.2,57.99,2452.0,242.6
2022-02-20,521.43,472.3,63.94,2372.0,240.0
2022-02-21,495.73,504.06,62.02,2391.2,243.3
