date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1181.54,1312.15,0.0,2316.3,204.4
2022-01-02,1184.07,1224.13,3.07,2283.2,203.2
2022-01-03,1221.01,1205.68,6.34,2261.9,198.9
2022-01-04,1218.02,1450.39,9.49,2269.8,203.9
2022-01-05,1116.72,1229.45,11.61,2265.5,202.9
2022-01-06,1268.21,1401.96,16.49,2270.5,197.7
2022-01-07,1116.82,1191.93,17.43,2258.6,200.7
2022-01-08,1166.94,1280.9,21.26,2278.9,204.3
2022-01-09,1170.44,1217.22,24.38,2198.0,202.6
2022-01-10,1164.55,1248.07,27.3,2237.7,204.7
2022-01-11,1177.78,1266.81,30.69,2249.5,203.3
2022-01-12,1115.79,1212.99,31.99,2217.6,202.8
2022-01-13,1173.55,1225.71,36.72,2252.2,203.3
2022-01-14,1144.82,1202.76,38.83,2259.2,201.4
2022-01-15,1246.96,1373.81,45.56,2276.8,204.2
2022-01-16,1145.01,1240.12,44.84,2255.2,202.4
2022-01-17,1246.85,1387.33,52.11,2243.8,202.6
2022-01-18,1172.96,1176.11,52.1,2244.1,204.9
2022-01-19,1132.16,1245.67,53.27,2220.7,203.9
2022-01-20,1235.97,1253.48,61.4,2215.5,203.1
2022-01-21,1248.36,1425.68,65.31,2225.4,200.8
2022-01-22,1120.4,1197.97,61.57,2234.1,201.3
2022-01-23,1154.44,1227.65,66.48,2202.0,202.2
2022-01-24,1182.36,1272.41,71.21,2235.9,198.7
2022-01-25,1144.69,1243.1,71.97,2222.0,203.5
2022-01-26,1115.23,1243.29,73.06,2219.7,201.4
2022-01-27,1108.63,1253.9,75.56,2194.9,202.8
2022-01-28,1215.48,1184.48,86.06,2212.2,200.9
2022-01-29,1206.87,1271.49,88.65,2232.8,205.2
2022-01-30,1100.72,1145.5,83.77,2222.8,199.4
2022-01-31,1109.88,1141.54,87.41,2207.8,197.1
2022-02-01,1087.89,1085.69,88.56,2184.3,204.2
2022-02-02,1204.24,1286.49,101.23,2188.3,199.0
2022-02-03,1097.74,1097.52,95.2,2193.1,200.2
2022-02-04,1133.07,1265.25,101.27,2184.5,198.1
2022-02-05,1174.17,1205.45,108.07,2206.6,204.3
2022-02-06,1000.41,1087.47,94.73,2151.1,203.7
2022-02-07,1108.06,1134.69,107.88,2168.2,204.0
2022-02-08,1011.98,1033.64,101.22,2184.8,204.6
2022-02-09,1189.16,1242.49,122.11,2158.7,203.7
2022-02-10,1003.93,1018.23,105.77,2155.8,201.4
2022-02-11,983.48,1105.16,106.23,2188.9,202.5
2022-02-12,1189.65,1287.68,131.68,2162.3,203.7
2022-02-13,1057.7,1169.34,119.9,2146.9,202.9
2022-02-14,1019.03,1067.47,118.24,2155.6,200.7
2022-02-15,1006.58,1129.76,119.48,2151.4,202.2
2022-02-16,1105.53,1211.29,134.18,2195.3,202.4
2022-02-17,1099.83,1120.89,136.43,2136.1,204.0
2022-02-18,1111.29,1192.61,140.83,2169.7,202.6
2022-02-19,1067.59,1180.36,138.15,2178.5,202.7
2022-02-20,1184.46,1232.77,156.45,2149.7,200.6
2022-02-21,1079.58,1191.71,145.49,2124.6,203.0
2022-02-22,1058.17,1046.66,145.44,2174.2,201.4
2022-02-23,1006.01,1064.9,140.96,2146.8,203.2
2022-02-24,988.46,1031.93,141.16,2147.1,201.8
2022-02-25,1177.71,1346.21,171.34,2121.1,200.5
2022-02-26,983.16,1000.3,145.68,2139.1,201.7
2022-02-27,997.86,1067.92,150.54,2118.6,201.0
2022-02-28,1056.38,1204.38,162.2,2090.1,201.3
2022-03-01,1138.12,1228.53,177.81,2104.3,201.9
2022-03-02,997.13,1018.1,158.47,2093.7,202.0
2022-03-03,1040.49,1150.53,168.15,2131.1,199.1
2022-03-04,1068.68,1245.28,175.58,2112.1,204.6
2022-03-05,1057.9,1132.18,176.66,2151.6,201.1
2022-03-06,1112.98,1283.68,188.85,2132.1,205.3
2022-03-07,1068.57,1171.73,184.19,2123.9,203.1
2022-03-08,1163.03,1362.0,203.61,2150.4,199.9
2022-03-09,1067.07,1169.42,189.68,2084.6,200.4
2022-03-10,1055.25,1246.08,190.42,2154.4,202.8
2022-03-11,966.53,1010.35,177.02,2090.6,200.2
2022-03-12,1049.38,1128.95,195.02,2132.2,204.3
2022-03-13,984.02,998.28,185.53,2075.8,203.3
2022-03-14,1015.89,1125.95,194.28,2107.0,206.7
2022-03-15,1039.52,1121.19,201.6,2127.8,203.1
2022-03-16,1050.27,1159.29,206.52,2109.4,200.3
2022-03-17,1027.56,1126.24,204.82,2097.4,203.6
2022-03-18,963.33,1052.93,194.62,2132.4,202.3
2022-03-19,960.41,1068.71,196.62,2067.0,202.2
2022-03-20,952.25,1065.91,197.52,2090.2,203.1
2022-03-21,1038.48,1131.72,218.21,2062.3,200.4
2022-03-22,998.44,1080.4,212.5,2081.9,203.1
2022-03-23,1020.54,1045.02,219.96,2063.2,203.3
2022-03-24,946.16,1063.82,206.48,2077.0,202.8
2022-03-25,968.8,989.77,214.04,2061.9,198.3
2022-03-26,1062.51,1122.65,237.61,2061.2,202.3
2022-03-27,980.17,1049.22,221.85,2068.2,199.3
2022-03-28,1075.01,1071.81,246.22,2082.2,199.5
2022-03-29,1025.36,1026.26,237.62,2058.6,199.9
2022-03-30,967.12,993.81,226.73,2057.1,201.7
2022-03-31,1046.09,1143.85,248.07,2050.1,201.6
2022-04-01,999.89,1085.13,239.82,2056.9,205.2
2022-04-02,929.91,964.18,225.55,2012.6,203.9
2022-04-03,984.11,1121.01,241.36,2046.1,204.6
2022-04-04,982.91,1028.72,243.72,2064.5,203.9
2022-04-05,941.34,1081.57,235.96,2020.6,199.8
2022-04-06,950.26,999.39,240.76,2055.9,200.7
2022-04-07,882.38,909.72,225.94,2076.7,196.8
2022-04-08,977.21,1180.37,252.87,2049.2,202.1
2022-04-09,946.62,906.74,247.51,2041.2,205.1
2022-04-10,941.57,1020.24,248.74,2063.0,202.2
2022-04-11,1001.03,1027.47,267.15,2042.7,199.9
2022-04-12,1103.36,1105.06,297.44,2061.1,200.5
2022-04-13,940.63,1000.99,256.12,2025.1,203.1
2022-04-14,976.8,1124.68,268.6,2065.5,201.2
2022-04-15,1007.13,1104.5,279.66,2030.2,204.0
2022-04-16,974.76,957.06,273.31,2042.7,203.8
2022-04-17,954.91,958.5,270.32,2029.5,201.6
2022-04-18,970.47,1006.79,277.35,2046.4,199.9
2022-04-19,963.62,978.68,277.99,2057.3,203.3
2022-04-20,921.52,1050.97,268.34,2015.0,200.8
2022-04-21,979.68,1073.88,287.92,2001.1,203.1
2022-04-22,948.03,987.16,281.17,1977.5,203.4
2022-04-23,938.87,998.09,280.99,2014.6,201.1
2022-04-24,926.27,941.66,279.72,2011.7,205.3
2022-04-25,964.76,1001.83,293.94,2038.4,201.6
2022-04-26,928.01,929.86,285.25,2015.5,204.1
2022-04-27,997.96,1069.36,309.44,1965.5,203.7
2022-04-28,892.89,932.92,279.27,1991.6,201.6
2022-04-29,938.74,1001.11,296.14,1993.7,199.8
2022-04-30,1027.17,1153.61,326.81,1997.0,202.2
2022-05-01,918.99,972.33,294.87,2007.4,203.7
2022-05-02,863.14,808.76,279.27,1983.6,201.7
2022-05-03,953.5,1105.85,311.08,2008.6,201.4
2022-05-04,867.91,935.9,285.49,2018.4,203.1
2022-05-05,990.94,991.4,328.62,1969.5,202.7
2022-05-06,904.24,956.58,302.31,2035.4,200.6
2022-05-07,903.95,1008.11,304.64,1999.3,199.3
2022-05-08,901.81,945.09,306.34,1972.8,203.3
2022-05-09,888.61,944.04,304.25,1964.1,200.6
2022-05-10,898.15,948.88,309.93,1993.8,201.2
2022-05-11,890.72,1027.16,309.76,2003.0,204.3
2022-05-12,898.44,1074.66,314.86,1976.3,207.4
2022-05-13,919.09,1026.74,324.56,1996.2,206.2
2022-05-14,887.38,1026.43,315.75,2003.2,202.2
2022-05-15,1032.18,1018.83,370.04,1994.9,205.1
2022-05-16,901.73,943.57,325.69,1992.6,199.3
2022-05-17,933.01,952.87,339.49,1959.5,201.6
2022-05-18,857.3,945.31,314.24,1952.2,201.3
2022-05-19,882.22,997.22,325.74,1949.9,201.0
2022-05-20,868.83,916.76,323.12,1947.3,202.5
2022-05-21,969.41,1019.01,363.12,1942.1,202.9
2022-05-22,900.49,964.75,339.71,1923.7,201.4
2022-05-23,858.28,880.96,326.09,1990.8,202.5
2022-05-24,809.39,790.85,309.67,1933.5,200.3
2022-05-25,905.88,1012.98,349.01,1940.1,196.6
2022-05-26,897.41,932.39,348.14,1941.5,202.4
2022-05-27,925.96,974.52,361.69,1938.6,203.0
2022-05-28,859.77,947.68,338.13,1933.2,204.0
2022-05-29,885.33,893.67,350.54,1944.6,199.6
2022-05-30,902.52,1051.72,359.76,1942.0,199.3
2022-05-31,825.71,901.55,331.34,1940.7,197.9
2022-06-01,916.49,942.96,370.21,1920.1,202.9
2022-06-02,792.57,892.98,322.26,1917.1,200.6
2022-06-03,883.93,1018.96,361.76,1954.1,200.8
2022-06-04,839.51,815.42,345.81,1936.1,203.3
2022-06-05,845.9,754.32,350.69,1935.4,205.0
2022-06-06,888.79,937.6,370.83,1922.1,201.1
2022-06-07,910.64,971.76,382.36,1910.9,203.8
2022-06-08,864.77,933.87,365.4,1944.5,203.1
2022-06-09,839.98,963.58,357.15,1929.3,205.2
2022-06-10,819.62,886.55,350.66,1942.6,202.9
2022-06-11,786.91,829.5,338.75,1897.4,200.8
2022-06-12,819.07,911.76,354.76,1913.5,200.8
2022-06-13,867.42,993.0,378.0,1910.8,205.1
2022-06-14,859.53,837.05,376.83,1907.7,206.0
2022-06-15,831.76,942.18,366.85,1924.2,200.3
2022-06-16,826.89,867.27,366.89,1869.9,198.5
2022-06-17,882.46,992.71,393.87,1846.2,202.9
2022-06-18,862.32,881.2,387.15,1917.5,199.7
2022-06-19,847.74,864.11,382.84,1893.9,199.6
2022-06-20,778.25,862.15,353.51,1912.3,200.5
2022-06-21,817.59,921.99,373.52,1887.5,201.0
2022-06-22,886.69,1014.91,407.42,1865.9,198.8
2022-06-23,842.42,830.41,389.3,1884.3,203.7
2022-06-24,744.35,809.03,345.93,1878.7,201.6
2022-06-25,826.45,919.12,386.25,1873.0,203.0
2022-06-26,852.84,838.67,400.82,1913.0,200.8
2022-06-27,802.61,786.71,379.31,1888.5,202.4
2022-06-28,830.49,898.3,394.66,1861.2,201.9
2022-06-29,909.2,978.66,434.45,1865.5,203.1
2022-06-30,750.27,811.16,360.46,1893.6,199.9
2022-07-01,758.57,790.84,366.43,1862.9,203.9
2022-07-02,780.33,809.48,378.98,1875.2,202.0
2022-07-03,751.28,875.94,366.83,1886.4,200.7
2022-07-04,821.79,859.16,403.39,1905.4,202.5
2022-07-05,816.35,879.04,402.85,1849.5,204.4
2022-07-06,799.27,805.85,396.5,1878.1,203.6
2022-07-07,794.07,889.98,395.98,1858.7,203.9
2022-07-08,801.31,854.66,401.67,1859.5,202.2
2022-07-09,797.97,875.13,402.06,1858.1,200.4
2022-07-10,762.74,873.74,386.29,1861.2,201.8
2022-07-11,797.77,849.19,406.09,1889.2,202.2
2022-07-12,838.8,1007.72,429.15,1851.3,204.2
2022-07-13,807.18,924.47,415.06,1867.3,200.5
2022-07-14,753.12,801.18,389.2,1835.6,204.3
2022-07-15,787.12,812.12,408.8,1846.4,204.1
2022-07-16,708.09,716.71,369.58,1799.7,204.8
2022-07-17,694.74,717.69,364.4,1788.7,203.7
2022-07-18,774.2,764.94,408.07,1883.5,202.1
2022-07-19,805.27,900.52,426.51,1854.9,201.0
2022-07-20,806.45,889.96,429.21,1816.2,204.9
2022-07-21,661.05,707.93,353.52,1839.1,203.2
2022-07-22,873.58,970.75,469.41,1843.9,199.1
2022-07-23,760.51,808.19,410.6,1838.4,204.6
2022-07-24,773.84,808.33,419.78,1775.2,202.2
2022-07-25,760.0,841.03,414.21,1797.1,202.8
2022-07-26,793.56,825.96,434.53,1812.6,205.9
2022-07-27,728.61,821.11,400.82,1800.0,201.8
2022-07-28,704.23,757.36,389.2,1806.9,198.3
2022-07-29,848.83,1005.68,471.27,1790.2,202.6
2022-07-30,768.15,833.21,428.43,1827.6,201.1
2022-07-31,730.18,742.53,409.11,1812.7,201.6
2022-08-01,763.07,822.52,429.47,1792.5,200.7
2022-08-02,827.57,898.36,467.86,1799.2,198.9
2022-08-03,802.05,850.85,455.47,1805.6,203.5
