date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1220.42,2546.88,0.0,2885.2,170.9
2022-01-02,1282.9,2649.63,1.83,2940.3,165.8
2022-01-03,1182.04,2609.17,3.37,2889.0,169.4
2022-01-04,1160.77,2440.12,4.96,2904.7,173.0
2022-01-05,1185.69,2368.69,6.76,2859.4,168.7
2022-01-06,1136.7,2450.71,8.1,2876.3,172.5
2022-01-07,1231.5,2584.77,10.54,2884.3,172.2
2022-01-08,1233.5,2562.54,12.32,2905.1,169.3
2022-01-09,1287.24,2506.65,14.69,2861.9,173.1
2022-01-10,1159.12,2306.66,14.89,2905.7,171.1
2022-01-11,1229.96,2537.33,17.55,2882.6,171.0
2022-01-12,1241.45,2756.04,19.5,2884.9,169.0
2022-01-13,1125.16,2417.02,19.28,2861.7,173.9
2022-01-14,1231.45,2541.32,22.86,2855.6,168.9
2022-01-15,1232.25,2489.84,24.65,2829.7,168.9
2022-01-16,1207.44,2512.35,25.88,2877.5,171.6
2022-01-17,1136.02,2337.82,25.98,2882.3,169.3
2022-01-18,1207.72,2605.82,29.35,2860.9,175.4
2022-01-19,1092.46,2070.37,28.12,2834.7,169.3
2022-01-20,1229.13,2468.04,33.4,2853.6,172.9
2022-01-21,1252.83,2606.36,35.84,2870.5,174.6
2022-01-22,1193.39,2562.23,35.86,2865.0,172.7
2022-01-23,1282.26,2820.68,40.37,2873.0,169.8
2022-01-24,1161.78,2159.75,38.25,2825.6,172.0
2022-01-25,1158.55,2239.45,39.81,2848.1,174.0
2022-01-26,1184.16,2365.76,42.39,2852.5,168.3
2022-01-27,1335.21,2511.45,49.72,2865.5,173.5
2022-01-28,1181.01,2564.37,45.68,2839.1,172.3
2022-01-29,1324.85,2672.57,53.16,2860.1,175.1
2022-01-30,1192.9,2531.53,49.58,2828.8,172.2
2022-01-31,1145.6,2276.56,49.27,2850.4,171.6
2022-02-01,1308.79,2677.43,58.18,2838.5,172.7
2022-02-02,1201.95,2245.99,55.16,2835.7,168.8
2022-02-03,1172.05,2225.83,55.48,2889.3,169.7
2022-02-04,1239.28,2355.83,60.45,2832.7,171.4
2022-02-05,1260.73,2311.89,63.32,2829.2,170.3
2022-02-06,1150.86,2425.41,59.47,2807.5,170.1
2022-02-07,1237.29,2478.84,65.72,2854.1,175.4
2022-02-08,1169.1,2467.48,63.79,2821.7,174.9
2022-02-09,1123.16,2238.78,62.91,2830.3,166.2
2022-02-10,1137.97,2409.61,65.39,2812.3,171.4
2022-02-11,1109.25,2329.6,65.35,2835.9,168.9
2022-02-12,1182.03,2355.4,71.34,2844.5,173.6
2022-02-13,1180.84,2390.84,72.98,2850.4,171.7
2022-02-14,1241.17,2532.08,78.51,2820.2,174.2
2022-02-15,1223.64,2589.64,79.18,2809.0,169.6
2022-02-16,1147.68,2297.19,75.93,2806.0,169.4
2022-02-17,1158.65,2364.25,78.34,2817.9,170.9
