date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1041.88,1946.78,0.0,2984.6,264.0
2022-01-02,1019.38,1816.8,2.76,2952.2,266.4
2022-01-03,1054.27,1986.21,5.71,2940.7,264.1
2022-01-04,990.32,1871.89,8.05,2971.4,263.0
2022-01-05,956.03,1810.79,10.37,2937.6,267.2
2022-01-06,1023.99,1838.51,13.88,2952.9,265.2
2022-01-07,985.75,1729.64,16.05,2969.9,267.0
2022-01-08,1076.16,1974.71,20.45,2928.5,264.3
2022-01-09,1013.04,1813.55,22.0,2958.8,268.7
2022-01-10,1036.35,1841.79,25.34,2961.0,266.0
2022-01-11,1001.45,1811.59,27.21,2921.2,263.0
2022-01-12,1026.53,1938.64,30.7,2968.6,262.0
2022-01-13,1046.92,1838.34,34.17,2919.4,265.9
2022-01-14,1025.92,2039.39,36.29,2937.9,266.1
2022-01-15,928.77,1747.78,35.39,2907.3,266.7
2022-01-16,986.79,1768.28,40.31,2908.7,261.7
2022-01-17,1109.79,2108.56,48.37,2950.6,261.7
2022-01-18,1023.4,1794.2,47.41,2952.7,261.6
2022-01-19,979.97,1811.96,48.09,2933.9,263.4
2022-01-20,974.65,1826.89,50.51,2902.1,266.5
2022-01-21,1067.93,2023.12,58.28,2887.8,265.3
2022-01-22,1021.98,1861.66,58.58,2868.8,261.8
2022-01-23,930.66,1615.33,55.91,2905.8,262.2
2022-01-24,1090.26,1999.15,68.5,2863.3,265.9
2022-01-25,1002.93,1952.39,65.77,2888.1,267.5
2022-01-26,999.52,1772.05,68.31,2901.9,266.3
2022-01-27,1057.37,1871.41,75.18,2869.9,268.4
2022-01-28,990.29,1795.03,73.14,2883.7,266.1
2022-01-29,1000.95,1888.43,76.7,2872.8,268.3
2022-01-30,903.56,1566.76,71.73,2888.6,270.1
2022-01-31,971.33,1727.34,79.8,2875.5,264.8
2022-02-01,912.02,1587.93,77.45,2858.7,266.7
2022-02-02,946.1,1854.2,82.97,2841.7,260.9
2022-02-03,981.2,1715.96,88.77,2904.9,266.7
2022-02-04,858.55,1584.36,80.05,2849.8,263.1
2022-02-05,980.4,1738.59,94.13,2841.5,266.5
2022-02-06,1002.94,1875.27,99.08,2880.1,264.4
2022-02-07,872.42,1676.45,88.61,2850.2,266.2
2022-02-08,925.69,1683.5,96.59,2869.0,262.9
2022-02-09,883.69,1682.47,94.67,2846.7,264.5
2022-02-10,978.68,1847.13,107.57,2848.5,266.8
2022-02-11,927.86,1722.43,104.57,2850.0,266.0
2022-02-12,1003.01,1920.67,115.83,2836.3,261.4
2022-02-13,885.35,1806.44,104.71,2813.8,265.0
2022-02-14,954.68,1859.44,115.57,2821.8,264.0
2022-02-15,903.83,1526.33,111.93,2784.3,263.3
2022-02-16,941.89,1608.94,119.28,2837.7,263.8
