date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,1460.39,2138.19,0.0,1713.6,199.5
2022-01-02,1360.87,2172.58,5.23,1754.7,200.1
2022-01-03,1457.78,2175.24,11.21,1746.5,201.3
2022-01-04,1387.19,2018.6,16.01,1711.2,204.0
2022-01-05,1441.8,2039.37,22.2,1728.1,202.0
2022-01-06,1337.88,2011.23,25.76,1739.5,200.4
2022-01-07,1303.64,1886.19,30.14,1679.9,201.2
2022-01-08,1634.3,2387.89,44.11,1753.3,200.3
2022-01-09,1415.45,2017.23,43.69,1736.2,200.8
2022-01-10,1556.13,2339.15,54.06,1728.6,203.0
2022-01-11,1507.32,2097.47,58.22,1733.7,197.7
2022-01-12,1282.83,1948.82,54.53,1666.1,204.2
2022-01-13,1417.82,2052.79,65.79,1699.8,206.0
2022-01-14,1298.33,2001.84,65.3,1726.6,201.9
2022-01-15,1363.25,2078.47,73.88,1698.6,199.9
2022-01-16,1249.33,1869.33,72.58,1710.9,203.9
2022-01-17,1266.7,1965.28,78.54,1722.3,202.1
2022-01-18,1311.95,2104.9,86.48,1704.7,200.5
2022-01-19,1328.87,2103.51,92.79,1682.7,199.6
2022-01-20,1364.43,1897.87,100.62,1696.7,200.8
2022-01-21,1287.11,1857.9,99.97,1649.1,202.0
2022-01-22,1363.2,1980.16,111.23,1689.6,203.4
2022-01-23,1425.37,2189.45,121.9,1692.1,202.2
2022-01-24,1362.88,1975.71,121.91,1677.5,202.5
2022-01-25,1335.67,1932.35,124.73,1695.0,200.9
2022-01-26,1358.71,1948.24,132.24,1674.7,203.3
2022-01-27,1236.09,1867.44,125.17,1669.4,201.2
2022-01-28,1390.56,2135.57,146.3,1700.4,205.3
2022-01-29,1243.9,1739.41,135.78,1642.0,200.3
2022-01-30,1421.25,2061.17,160.75,1686.3,202.4
2022-01-31,1365.36,1839.8,159.83,1682.1,206.0
2022-02-01,1346.97,1765.23,163.0,1670.1,203.7
2022-02-02,1345.51,2051.35,168.15,1642.4,203.1
2022-02-03,1302.02,1968.65,167.87,1654.7,202.2
2022-02-04,1246.94,1872.11,165.71,1629.2,201.7
2022-02-05,1232.91,1980.84,168.74,1631.4,201.2
2022-02-06,1402.64,1912.93,197.53,1642.6,200.5
2022-02-07,1292.22,1723.45,187.11,1619.7,198.5
2022-02-08,1210.04,1700.0,180.02,1630.1,202.9
2022-02-09,1310.38,1743.82,200.15,1610.1,198.5
2022-02-10,1295.13,1868.71,202.97,1642.6,202.9
2022-02-11,1248.34,1912.33,200.6,1659.6,201.0
2022-02-12,1208.37,1825.36,198.99,1668.3,199.7
2022-02-13,1307.52,2046.27,220.52,1601.1,204.4
2022-02-14,1316.58,1996.09,227.29,1602.0,198.7
2022-02-15,1273.3,1857.04,224.89,1615.6,200.3
