date,oil_rate_bbl_d,gas_rate_mscf_d,water_rate_bbl_d,wellhead_pressure_psi,temperature_f
2022-01-01,207.03,365.06,0.0,2589.1,236.4
2022-01-02,219.67,366.01,0.37,2601.9,238.6
2022-01-03,225.24,389.03,0.77,2601.0,237.7
2022-01-04,200.86,341.98,1.03,2612.3,232.7
2022-01-05,219.81,394.62,1.5,2583.0,238.1
2022-01-06,218.86,353.02,1.87,2622.5,238.0
2022-01-07,205.6,372.34,2.11,2628.6,230.0
2022-01-08,213.81,382.25,2.56,2594.4,237.2
2022-01-09,197.88,329.56,2.7,2609.7,235.8
2022-01-10,215.35,356.29,3.31,2638.5,238.3
2022-01-11,217.85,377.35,3.72,2598.0,237.7
2022-01-12,220.01,348.84,4.14,2567.7,236.8
2022-01-13,216.6,372.21,4.44,2584.5,236.0
2022-01-14,223.26,382.54,4.96,2576.3,236.4
2022-01-15,204.48,356.28,4.9,2591.9,232.6
2022-01-16,218.87,359.55,5.62,2609.5,232.5
2022-01-17,207.29,394.76,5.68,2548.2,236.9
2022-01-18,202.17,346.58,5.88,2608.7,235.9
2022-01-19,204.78,368.38,6.31,2585.1,237.0
2022-01-20,198.2,343.83,6.45,2592.3,234.8
2022-01-21,213.28,377.82,7.31,2585.0,234.2
2022-01-22,197.76,316.54,7.12,2562.0,234.7
2022-01-23,218.24,403.41,8.23,2582.4,234.1
2022-01-24,212.89,371.13,8.4,2591.4,237.8
2022-01-25,213.49,370.96,8.79,2593.6,237.1
2022-01-26,205.89,360.13,8.83,2589.6,236.8
2022-01-27,186.29,323.87,8.31,2555.6,238.5
2022-01-28,204.17,350.09,9.46,2590.2,234.1
2022-01-29,208.25,349.8,10.01,2583.0,233.1
2022-01-30,202.49,325.5,10.09,2578.5,235.2
2022-01-31,215.28,396.79,11.09,2534.6,236.5
2022-02-01,203.16,328.0,10.82,2545.8,234.3
2022-02-02,212.16,378.76,11.67,2557.5,233.5
2022-02-03,198.36,344.94,11.25,2569.9,234.0
2022-02-04,215.16,353.65,12.58,2522.0,237.3
2022-02-05,217.91,383.56,13.12,2526.4,236.8
2022-02-06,198.3,330.14,12.28,2549.5,238.5
2022-02-07,214.55,398.6,13.66,2524.2,238.5
2022-02-08,207.09,350.93,13.55,2536.2,236.3
2022-02-09,194.33,344.31,13.05,2539.7,231.9
2022-02-10,205.51,341.01,14.16,2499.7,236.2
2022-02-11,208.25,338.07,14.71,2542.8,235.8
2022-02-12,185.88,315.02,13.45,2532.9,236.2
2022-02-13,195.93,358.46,14.52,2503.6,234.4
2022-02-14,205.42,322.56,15.58,2520.8,233.3
2022-02-15,189.59,312.76,14.71,2546.2,236.2
2022-02-16,185.99,315.26,14.75,2521.9,232.6
2022-02-17,212.29,344.91,17.21,2527.2,237.6
2022-02-18,221.75,355.92,18.36,2530.6,232.8
2022-02-19,207.93,369.33,17.58,2485.7,231.7
2022-02-20,199.5,327.71,17.22,2550.0,236.5
2022-02-21,195.58,319.93,17.22,2528.9,235.0
2022-02-22,209.53,345.81,18.81,2526.3,231.8
2022-02-23,195.33,328.79,17.88,2529.1,234.2
2022-02-24,213.87,371.81,19.95,2512.8,237.0
2022-02-25,203.55,326.46,19.34,2512.3,236.1
2022-02-26,206.76,347.57,20.01,2556.5,234.9
2022-02-27,205.24,338.39,20.22,2480.4,235.6
2022-02-28,192.08,306.43,19.26,2519.7,235.2
2022-03-01,210.49,348.99,21.47,2484.9,233.4
2022-03-02,203.71,360.38,21.14,2531.8,232.5
2022-03-03,185.52,319.71,19.58,2503.9,235.3
2022-03-04,186.91,328.07,20.05,2472.4,236.9
2022-03-05,175.85,265.67,19.17,2509.3,235.0
2022-03-06,196.21,322.26,21.74,2518.2,236.3
2022-03-07,195.16,338.72,21.96,2502.0,237.9
2022-03-08,205.86,343.0,23.53,2511.1,233.0
2022-03-09,213.19,362.73,24.74,2520.2,237.1
2022-03-10,201.51,343.04,23.74,2505.7,232.5
2022-03-11,178.18,280.59,21.3,2479.6,240.0
2022-03-12,201.52,334.99,24.45,2513.6,234.6
2022-03-13,190.31,308.83,23.42,2494.0,237.9
